ResourceSpeciesID,ConsumerSpeciesID,Type,System
136,203,Feeding,BSQ
138,203,Feeding,BSQ
66,206,Feeding,BSQ
114,206,Feeding,BSQ
118,206,Feeding,BSQ
6,207,Feeding,BSQ
24,207,Feeding,BSQ
25,207,Feeding,BSQ
26,207,Feeding,BSQ
29,207,Feeding,BSQ
34,207,Feeding,BSQ
35,207,Feeding,BSQ
36,207,Feeding,BSQ
37,207,Feeding,BSQ
38,207,Feeding,BSQ
39,207,Feeding,BSQ
40,207,Feeding,BSQ
41,207,Feeding,BSQ
42,207,Feeding,BSQ
43,207,Feeding,BSQ
45,207,Feeding,BSQ
53,207,Feeding,BSQ
75,207,Feeding,BSQ
77,207,Feeding,BSQ
79,207,Feeding,BSQ
89,207,Feeding,BSQ
94,207,Feeding,BSQ
103,207,Feeding,BSQ
108,207,Feeding,BSQ
82,208,Feeding,BSQ
114,208,Feeding,BSQ
24,209,Feeding,BSQ
25,209,Feeding,BSQ
26,209,Feeding,BSQ
29,209,Feeding,BSQ
34,209,Feeding,BSQ
35,209,Feeding,BSQ
36,209,Feeding,BSQ
37,209,Feeding,BSQ
38,209,Feeding,BSQ
39,209,Feeding,BSQ
40,209,Feeding,BSQ
41,209,Feeding,BSQ
42,209,Feeding,BSQ
43,209,Feeding,BSQ
45,209,Feeding,BSQ
53,209,Feeding,BSQ
66,209,Feeding,BSQ
77,209,Feeding,BSQ
79,209,Feeding,BSQ
88,209,Feeding,BSQ
89,209,Feeding,BSQ
91,209,Feeding,BSQ
96,209,Feeding,BSQ
97,209,Feeding,BSQ
98,209,Feeding,BSQ
101,209,Feeding,BSQ
103,209,Feeding,BSQ
105,209,Feeding,BSQ
107,209,Feeding,BSQ
108,209,Feeding,BSQ
109,209,Feeding,BSQ
86,209,Feeding,BSQ
90,209,Feeding,BSQ
94,209,Feeding,BSQ
94,209,Feeding,BSQ
111,209,Feeding,BSQ
114,209,Feeding,BSQ
119,209,Feeding,BSQ
136,209,Feeding,BSQ
138,209,Feeding,BSQ
211,209,Feeding,BSQ
111,211,Feeding,BSQ
6,21,Feeding,CSM
12,25,Feeding,CSM
12,44,Feeding,CSM
122,47,Feeding,CSM
127,47,Feeding,CSM
113,50,Feeding,CSM
25,51,Feeding,CSM
35,51,Feeding,CSM
44,51,Feeding,CSM
25,53,Feeding,CSM
35,53,Feeding,CSM
44,53,Feeding,CSM
12,61,Feeding,CSM
6,64,Feeding,CSM
12,64,Feeding,CSM
6,65,Feeding,CSM
12,65,Feeding,CSM
25,65,Feeding,CSM
44,65,Feeding,CSM
61,65,Feeding,CSM
64,65,Feeding,CSM
65,65,Feeding,CSM
66,65,Feeding,CSM
67,65,Feeding,CSM
68,65,Feeding,CSM
70,65,Feeding,CSM
71,65,Feeding,CSM
72,65,Feeding,CSM
73,65,Feeding,CSM
12,66,Feeding,CSM
6,67,Feeding,CSM
12,67,Feeding,CSM
25,67,Feeding,CSM
44,67,Feeding,CSM
61,67,Feeding,CSM
64,67,Feeding,CSM
65,67,Feeding,CSM
66,67,Feeding,CSM
67,67,Feeding,CSM
68,67,Feeding,CSM
70,67,Feeding,CSM
71,67,Feeding,CSM
72,67,Feeding,CSM
73,67,Feeding,CSM
6,68,Feeding,CSM
12,68,Feeding,CSM
6,70,Feeding,CSM
12,70,Feeding,CSM
25,70,Feeding,CSM
44,70,Feeding,CSM
61,70,Feeding,CSM
64,70,Feeding,CSM
65,70,Feeding,CSM
66,70,Feeding,CSM
67,70,Feeding,CSM
68,70,Feeding,CSM
70,70,Feeding,CSM
71,70,Feeding,CSM
72,70,Feeding,CSM
73,70,Feeding,CSM
12,71,Feeding,CSM
25,71,Feeding,CSM
44,71,Feeding,CSM
61,71,Feeding,CSM
64,71,Feeding,CSM
65,71,Feeding,CSM
66,71,Feeding,CSM
67,71,Feeding,CSM
68,71,Feeding,CSM
70,71,Feeding,CSM
71,71,Feeding,CSM
72,71,Feeding,CSM
73,71,Feeding,CSM
12,72,Feeding,CSM
25,72,Feeding,CSM
44,72,Feeding,CSM
61,72,Feeding,CSM
64,72,Feeding,CSM
65,72,Feeding,CSM
66,72,Feeding,CSM
67,72,Feeding,CSM
68,72,Feeding,CSM
70,72,Feeding,CSM
71,72,Feeding,CSM
72,72,Feeding,CSM
73,72,Feeding,CSM
12,73,Feeding,CSM
12,61,Feeding,CSM
12,64,Feeding,CSM
12,65,Feeding,CSM
12,66,Feeding,CSM
12,67,Feeding,CSM
12,68,Feeding,CSM
12,70,Feeding,CSM
12,71,Feeding,CSM
12,72,Feeding,CSM
12,73,Feeding,CSM
6,75,Feeding,CSM
6,79,Feeding,CSM
141,86,Feeding,CSM
143,86,Feeding,CSM
144,86,Feeding,CSM
145,86,Feeding,CSM
146,86,Feeding,CSM
147,86,Feeding,CSM
148,86,Feeding,CSM
151,86,Feeding,CSM
154,86,Feeding,CSM
155,86,Feeding,CSM
157,86,Feeding,CSM
158,86,Feeding,CSM
159,86,Feeding,CSM
161,86,Feeding,CSM
163,86,Feeding,CSM
164,86,Feeding,CSM
168,86,Feeding,CSM
169,86,Feeding,CSM
170,86,Feeding,CSM
172,86,Feeding,CSM
173,86,Feeding,CSM
174,86,Feeding,CSM
175,86,Feeding,CSM
176,86,Feeding,CSM
177,86,Feeding,CSM
178,86,Feeding,CSM
181,86,Feeding,CSM
182,86,Feeding,CSM
183,86,Feeding,CSM
187,86,Feeding,CSM
189,86,Feeding,CSM
190,86,Feeding,CSM
194,86,Feeding,CSM
197,86,Feeding,CSM
198,86,Feeding,CSM
201,86,Feeding,CSM
202,86,Feeding,CSM
204,86,Feeding,CSM
205,86,Feeding,CSM
207,86,Feeding,CSM
208,86,Feeding,CSM
209,86,Feeding,CSM
210,86,Feeding,CSM
118,87,Feeding,CSM
121,87,Feeding,CSM
141,90,Feeding,CSM
143,90,Feeding,CSM
144,90,Feeding,CSM
145,90,Feeding,CSM
146,90,Feeding,CSM
147,90,Feeding,CSM
148,90,Feeding,CSM
151,90,Feeding,CSM
154,90,Feeding,CSM
155,90,Feeding,CSM
157,90,Feeding,CSM
158,90,Feeding,CSM
159,90,Feeding,CSM
161,90,Feeding,CSM
163,90,Feeding,CSM
164,90,Feeding,CSM
168,90,Feeding,CSM
169,90,Feeding,CSM
170,90,Feeding,CSM
172,90,Feeding,CSM
173,90,Feeding,CSM
174,90,Feeding,CSM
175,90,Feeding,CSM
176,90,Feeding,CSM
177,90,Feeding,CSM
178,90,Feeding,CSM
181,90,Feeding,CSM
182,90,Feeding,CSM
183,90,Feeding,CSM
187,90,Feeding,CSM
189,90,Feeding,CSM
190,90,Feeding,CSM
194,90,Feeding,CSM
197,90,Feeding,CSM
198,90,Feeding,CSM
201,90,Feeding,CSM
202,90,Feeding,CSM
204,90,Feeding,CSM
205,90,Feeding,CSM
207,90,Feeding,CSM
208,90,Feeding,CSM
209,90,Feeding,CSM
210,90,Feeding,CSM
12,92,Feeding,CSM
6,94,Feeding,CSM
6,99,Feeding,CSM
10,99,Feeding,CSM
12,104,Feeding,CSM
93,106,Feeding,CSM
94,106,Feeding,CSM
102,106,Feeding,CSM
106,106,Feeding,CSM
109,106,Feeding,CSM
6,110,Feeding,CSM
6,94,Feeding,CSM
12,111,Feeding,CSM
12,112,Feeding,CSM
21,112,Feeding,CSM
25,112,Feeding,CSM
44,112,Feeding,CSM
61,112,Feeding,CSM
64,112,Feeding,CSM
65,112,Feeding,CSM
66,112,Feeding,CSM
67,112,Feeding,CSM
68,112,Feeding,CSM
70,112,Feeding,CSM
71,112,Feeding,CSM
72,112,Feeding,CSM
73,112,Feeding,CSM
92,112,Feeding,CSM
104,112,Feeding,CSM
6,113,Feeding,CSM
10,113,Feeding,CSM
25,113,Feeding,CSM
35,113,Feeding,CSM
44,113,Feeding,CSM
51,113,Feeding,CSM
53,113,Feeding,CSM
61,113,Feeding,CSM
64,113,Feeding,CSM
65,113,Feeding,CSM
66,113,Feeding,CSM
67,113,Feeding,CSM
68,113,Feeding,CSM
70,113,Feeding,CSM
71,113,Feeding,CSM
72,113,Feeding,CSM
73,113,Feeding,CSM
75,113,Feeding,CSM
93,113,Feeding,CSM
94,113,Feeding,CSM
93,113,Feeding,CSM
94,113,Feeding,CSM
6,114,Feeding,CSM
10,114,Feeding,CSM
16,114,Feeding,CSM
25,114,Feeding,CSM
35,114,Feeding,CSM
44,114,Feeding,CSM
50,114,Feeding,CSM
51,114,Feeding,CSM
53,114,Feeding,CSM
61,114,Feeding,CSM
64,114,Feeding,CSM
65,114,Feeding,CSM
66,114,Feeding,CSM
67,114,Feeding,CSM
68,114,Feeding,CSM
70,114,Feeding,CSM
71,114,Feeding,CSM
72,114,Feeding,CSM
73,114,Feeding,CSM
75,114,Feeding,CSM
79,114,Feeding,CSM
82,114,Feeding,CSM
99,114,Feeding,CSM
93,114,Feeding,CSM
94,114,Feeding,CSM
94,114,Feeding,CSM
113,114,Feeding,CSM
115,114,Feeding,CSM
213,114,Feeding,CSM
6,115,Feeding,CSM
10,115,Feeding,CSM
50,116,Feeding,CSM
89,116,Feeding,CSM
99,116,Feeding,CSM
100,116,Feeding,CSM
113,116,Feeding,CSM
114,116,Feeding,CSM
119,116,Feeding,CSM
122,116,Feeding,CSM
127,116,Feeding,CSM
10,118,Feeding,CSM
21,118,Feeding,CSM
25,118,Feeding,CSM
44,118,Feeding,CSM
61,118,Feeding,CSM
64,118,Feeding,CSM
65,118,Feeding,CSM
66,118,Feeding,CSM
67,118,Feeding,CSM
68,118,Feeding,CSM
70,118,Feeding,CSM
71,118,Feeding,CSM
72,118,Feeding,CSM
73,118,Feeding,CSM
92,118,Feeding,CSM
104,118,Feeding,CSM
21,119,Feeding,CSM
25,119,Feeding,CSM
44,119,Feeding,CSM
61,119,Feeding,CSM
64,119,Feeding,CSM
65,119,Feeding,CSM
66,119,Feeding,CSM
67,119,Feeding,CSM
68,119,Feeding,CSM
70,119,Feeding,CSM
71,119,Feeding,CSM
72,119,Feeding,CSM
73,119,Feeding,CSM
89,119,Feeding,CSM
99,119,Feeding,CSM
100,119,Feeding,CSM
104,119,Feeding,CSM
110,119,Feeding,CSM
89,120,Feeding,CSM
99,120,Feeding,CSM
100,120,Feeding,CSM
10,121,Feeding,CSM
25,121,Feeding,CSM
35,121,Feeding,CSM
44,121,Feeding,CSM
25,121,Feeding,CSM
44,121,Feeding,CSM
51,121,Feeding,CSM
53,121,Feeding,CSM
61,121,Feeding,CSM
64,121,Feeding,CSM
65,121,Feeding,CSM
66,121,Feeding,CSM
67,121,Feeding,CSM
68,121,Feeding,CSM
70,121,Feeding,CSM
71,121,Feeding,CSM
72,121,Feeding,CSM
73,121,Feeding,CSM
75,121,Feeding,CSM
76,121,Feeding,CSM
89,121,Feeding,CSM
92,121,Feeding,CSM
99,121,Feeding,CSM
100,121,Feeding,CSM
104,121,Feeding,CSM
110,121,Feeding,CSM
86,121,Feeding,CSM
90,121,Feeding,CSM
93,121,Feeding,CSM
94,121,Feeding,CSM
10,122,Feeding,CSM
50,122,Feeding,CSM
89,122,Feeding,CSM
99,122,Feeding,CSM
100,122,Feeding,CSM
102,122,Feeding,CSM
109,122,Feeding,CSM
110,122,Feeding,CSM
93,122,Feeding,CSM
94,122,Feeding,CSM
94,122,Feeding,CSM
111,122,Feeding,CSM
112,122,Feeding,CSM
113,122,Feeding,CSM
114,122,Feeding,CSM
115,122,Feeding,CSM
119,122,Feeding,CSM
120,122,Feeding,CSM
121,122,Feeding,CSM
211,122,Feeding,CSM
44,125,Feeding,CSM
50,125,Feeding,CSM
53,125,Feeding,CSM
64,125,Feeding,CSM
65,125,Feeding,CSM
67,125,Feeding,CSM
68,125,Feeding,CSM
70,125,Feeding,CSM
71,125,Feeding,CSM
72,125,Feeding,CSM
73,125,Feeding,CSM
89,125,Feeding,CSM
99,125,Feeding,CSM
100,125,Feeding,CSM
102,125,Feeding,CSM
109,125,Feeding,CSM
111,125,Feeding,CSM
112,125,Feeding,CSM
113,125,Feeding,CSM
114,125,Feeding,CSM
115,125,Feeding,CSM
119,125,Feeding,CSM
120,125,Feeding,CSM
121,125,Feeding,CSM
211,125,Feeding,CSM
50,127,Feeding,CSM
89,127,Feeding,CSM
99,127,Feeding,CSM
102,127,Feeding,CSM
109,127,Feeding,CSM
111,127,Feeding,CSM
112,127,Feeding,CSM
113,127,Feeding,CSM
114,127,Feeding,CSM
115,127,Feeding,CSM
119,127,Feeding,CSM
120,127,Feeding,CSM
121,127,Feeding,CSM
211,127,Feeding,CSM
50,132,Feeding,CSM
89,132,Feeding,CSM
99,132,Feeding,CSM
102,132,Feeding,CSM
109,132,Feeding,CSM
113,132,Feeding,CSM
114,132,Feeding,CSM
116,132,Feeding,CSM
119,132,Feeding,CSM
120,132,Feeding,CSM
121,132,Feeding,CSM
125,132,Feeding,CSM
132,132,Feeding,CSM
50,139,Feeding,CSM
64,139,Feeding,CSM
65,139,Feeding,CSM
67,139,Feeding,CSM
68,139,Feeding,CSM
70,139,Feeding,CSM
71,139,Feeding,CSM
72,139,Feeding,CSM
73,139,Feeding,CSM
111,139,Feeding,CSM
112,139,Feeding,CSM
113,139,Feeding,CSM
114,139,Feeding,CSM
115,139,Feeding,CSM
118,139,Feeding,CSM
119,139,Feeding,CSM
120,139,Feeding,CSM
121,139,Feeding,CSM
122,139,Feeding,CSM
125,139,Feeding,CSM
127,139,Feeding,CSM
132,139,Feeding,CSM
211,139,Feeding,CSM
50,140,Feeding,CSM
64,140,Feeding,CSM
65,140,Feeding,CSM
67,140,Feeding,CSM
68,140,Feeding,CSM
70,140,Feeding,CSM
71,140,Feeding,CSM
72,140,Feeding,CSM
73,140,Feeding,CSM
111,140,Feeding,CSM
112,140,Feeding,CSM
113,140,Feeding,CSM
114,140,Feeding,CSM
115,140,Feeding,CSM
119,140,Feeding,CSM
211,140,Feeding,CSM
25,141,Feeding,CSM
35,141,Feeding,CSM
44,141,Feeding,CSM
51,141,Feeding,CSM
53,141,Feeding,CSM
79,141,Feeding,CSM
93,141,Feeding,CSM
94,141,Feeding,CSM
110,141,Feeding,CSM
86,141,Feeding,CSM
90,141,Feeding,CSM
119,141,Feeding,CSM
121,141,Feeding,CSM
5,143,Feeding,CSM
7,143,Feeding,CSM
8,143,Feeding,CSM
9,143,Feeding,CSM
10,143,Feeding,CSM
11,143,Feeding,CSM
16,143,Feeding,CSM
64,143,Feeding,CSM
65,143,Feeding,CSM
67,143,Feeding,CSM
99,143,Feeding,CSM
212,143,Feeding,CSM
213,143,Feeding,CSM
50,144,Feeding,CSM
64,144,Feeding,CSM
65,144,Feeding,CSM
67,144,Feeding,CSM
68,144,Feeding,CSM
70,144,Feeding,CSM
71,144,Feeding,CSM
72,144,Feeding,CSM
73,144,Feeding,CSM
113,144,Feeding,CSM
114,144,Feeding,CSM
118,144,Feeding,CSM
12,145,Feeding,CSM
16,145,Feeding,CSM
75,145,Feeding,CSM
99,145,Feeding,CSM
86,145,Feeding,CSM
90,145,Feeding,CSM
93,145,Feeding,CSM
94,145,Feeding,CSM
93,145,Feeding,CSM
94,145,Feeding,CSM
213,145,Feeding,CSM
25,146,Feeding,CSM
35,146,Feeding,CSM
44,146,Feeding,CSM
50,146,Feeding,CSM
51,146,Feeding,CSM
53,146,Feeding,CSM
61,146,Feeding,CSM
64,146,Feeding,CSM
65,146,Feeding,CSM
66,146,Feeding,CSM
67,146,Feeding,CSM
68,146,Feeding,CSM
70,146,Feeding,CSM
79,146,Feeding,CSM
89,146,Feeding,CSM
93,146,Feeding,CSM
94,146,Feeding,CSM
99,146,Feeding,CSM
102,146,Feeding,CSM
109,146,Feeding,CSM
113,146,Feeding,CSM
114,146,Feeding,CSM
115,146,Feeding,CSM
119,146,Feeding,CSM
50,147,Feeding,CSM
113,147,Feeding,CSM
114,147,Feeding,CSM
115,147,Feeding,CSM
116,147,Feeding,CSM
118,147,Feeding,CSM
119,147,Feeding,CSM
120,147,Feeding,CSM
121,147,Feeding,CSM
122,147,Feeding,CSM
125,147,Feeding,CSM
127,147,Feeding,CSM
132,147,Feeding,CSM
118,148,Feeding,CSM
120,148,Feeding,CSM
121,148,Feeding,CSM
50,151,Feeding,CSM
64,151,Feeding,CSM
65,151,Feeding,CSM
66,151,Feeding,CSM
67,151,Feeding,CSM
68,151,Feeding,CSM
70,151,Feeding,CSM
71,151,Feeding,CSM
72,151,Feeding,CSM
73,151,Feeding,CSM
113,151,Feeding,CSM
114,151,Feeding,CSM
118,151,Feeding,CSM
50,154,Feeding,CSM
64,154,Feeding,CSM
65,154,Feeding,CSM
66,154,Feeding,CSM
67,154,Feeding,CSM
68,154,Feeding,CSM
70,154,Feeding,CSM
75,154,Feeding,CSM
79,154,Feeding,CSM
99,154,Feeding,CSM
113,154,Feeding,CSM
114,154,Feeding,CSM
115,154,Feeding,CSM
12,155,Feeding,CSM
16,155,Feeding,CSM
75,155,Feeding,CSM
99,155,Feeding,CSM
86,155,Feeding,CSM
90,155,Feeding,CSM
93,155,Feeding,CSM
94,155,Feeding,CSM
93,155,Feeding,CSM
94,155,Feeding,CSM
213,155,Feeding,CSM
50,157,Feeding,CSM
64,157,Feeding,CSM
65,157,Feeding,CSM
66,157,Feeding,CSM
67,157,Feeding,CSM
68,157,Feeding,CSM
70,157,Feeding,CSM
71,157,Feeding,CSM
72,157,Feeding,CSM
73,157,Feeding,CSM
113,157,Feeding,CSM
114,157,Feeding,CSM
118,157,Feeding,CSM
121,157,Feeding,CSM
118,158,Feeding,CSM
119,158,Feeding,CSM
120,158,Feeding,CSM
121,158,Feeding,CSM
12,159,Feeding,CSM
16,159,Feeding,CSM
75,159,Feeding,CSM
99,159,Feeding,CSM
86,159,Feeding,CSM
90,159,Feeding,CSM
93,159,Feeding,CSM
94,159,Feeding,CSM
93,159,Feeding,CSM
94,159,Feeding,CSM
213,159,Feeding,CSM
164,161,Feeding,CSM
178,161,Feeding,CSM
201,161,Feeding,CSM
207,161,Feeding,CSM
116,163,Feeding,CSM
118,163,Feeding,CSM
119,163,Feeding,CSM
120,163,Feeding,CSM
121,163,Feeding,CSM
122,163,Feeding,CSM
125,163,Feeding,CSM
127,163,Feeding,CSM
132,163,Feeding,CSM
25,164,Feeding,CSM
35,164,Feeding,CSM
44,164,Feeding,CSM
51,164,Feeding,CSM
53,164,Feeding,CSM
64,164,Feeding,CSM
65,164,Feeding,CSM
67,164,Feeding,CSM
68,164,Feeding,CSM
70,164,Feeding,CSM
79,164,Feeding,CSM
89,164,Feeding,CSM
99,164,Feeding,CSM
102,164,Feeding,CSM
109,164,Feeding,CSM
120,164,Feeding,CSM
121,164,Feeding,CSM
116,168,Feeding,CSM
118,168,Feeding,CSM
119,168,Feeding,CSM
120,168,Feeding,CSM
121,168,Feeding,CSM
122,168,Feeding,CSM
125,168,Feeding,CSM
127,168,Feeding,CSM
132,168,Feeding,CSM
116,169,Feeding,CSM
118,169,Feeding,CSM
119,169,Feeding,CSM
120,169,Feeding,CSM
121,169,Feeding,CSM
122,169,Feeding,CSM
125,169,Feeding,CSM
127,169,Feeding,CSM
132,169,Feeding,CSM
118,170,Feeding,CSM
119,170,Feeding,CSM
120,170,Feeding,CSM
121,170,Feeding,CSM
25,172,Feeding,CSM
35,172,Feeding,CSM
44,172,Feeding,CSM
51,172,Feeding,CSM
53,172,Feeding,CSM
79,172,Feeding,CSM
93,172,Feeding,CSM
94,172,Feeding,CSM
86,172,Feeding,CSM
90,172,Feeding,CSM
119,172,Feeding,CSM
12,173,Feeding,CSM
16,173,Feeding,CSM
75,173,Feeding,CSM
99,173,Feeding,CSM
86,173,Feeding,CSM
90,173,Feeding,CSM
93,173,Feeding,CSM
94,173,Feeding,CSM
94,173,Feeding,CSM
213,173,Feeding,CSM
93,174,Feeding,CSM
94,174,Feeding,CSM
102,174,Feeding,CSM
109,174,Feeding,CSM
50,175,Feeding,CSM
61,175,Feeding,CSM
71,175,Feeding,CSM
72,175,Feeding,CSM
73,175,Feeding,CSM
111,175,Feeding,CSM
112,175,Feeding,CSM
113,175,Feeding,CSM
114,175,Feeding,CSM
115,175,Feeding,CSM
119,175,Feeding,CSM
211,175,Feeding,CSM
25,176,Feeding,CSM
35,176,Feeding,CSM
44,176,Feeding,CSM
50,176,Feeding,CSM
51,176,Feeding,CSM
53,176,Feeding,CSM
64,176,Feeding,CSM
65,176,Feeding,CSM
67,176,Feeding,CSM
68,176,Feeding,CSM
70,176,Feeding,CSM
71,176,Feeding,CSM
72,176,Feeding,CSM
73,176,Feeding,CSM
75,176,Feeding,CSM
76,176,Feeding,CSM
79,176,Feeding,CSM
82,176,Feeding,CSM
89,176,Feeding,CSM
99,176,Feeding,CSM
93,176,Feeding,CSM
94,176,Feeding,CSM
93,176,Feeding,CSM
94,176,Feeding,CSM
113,176,Feeding,CSM
119,176,Feeding,CSM
121,176,Feeding,CSM
50,177,Feeding,CSM
93,177,Feeding,CSM
94,177,Feeding,CSM
113,177,Feeding,CSM
114,177,Feeding,CSM
115,177,Feeding,CSM
116,177,Feeding,CSM
118,177,Feeding,CSM
119,177,Feeding,CSM
120,177,Feeding,CSM
121,177,Feeding,CSM
122,177,Feeding,CSM
125,177,Feeding,CSM
127,177,Feeding,CSM
132,177,Feeding,CSM
25,178,Feeding,CSM
35,178,Feeding,CSM
44,178,Feeding,CSM
51,178,Feeding,CSM
53,178,Feeding,CSM
64,178,Feeding,CSM
65,178,Feeding,CSM
67,178,Feeding,CSM
79,178,Feeding,CSM
93,178,Feeding,CSM
94,178,Feeding,CSM
99,178,Feeding,CSM
100,178,Feeding,CSM
102,178,Feeding,CSM
109,178,Feeding,CSM
93,178,Feeding,CSM
94,178,Feeding,CSM
93,178,Feeding,CSM
94,178,Feeding,CSM
120,178,Feeding,CSM
121,178,Feeding,CSM
25,181,Feeding,CSM
35,181,Feeding,CSM
44,181,Feeding,CSM
50,181,Feeding,CSM
51,181,Feeding,CSM
53,181,Feeding,CSM
64,181,Feeding,CSM
65,181,Feeding,CSM
67,181,Feeding,CSM
68,181,Feeding,CSM
70,181,Feeding,CSM
82,181,Feeding,CSM
89,181,Feeding,CSM
99,181,Feeding,CSM
102,181,Feeding,CSM
109,181,Feeding,CSM
113,181,Feeding,CSM
114,181,Feeding,CSM
115,181,Feeding,CSM
119,181,Feeding,CSM
5,182,Feeding,CSM
7,182,Feeding,CSM
8,182,Feeding,CSM
9,182,Feeding,CSM
10,182,Feeding,CSM
11,182,Feeding,CSM
16,182,Feeding,CSM
75,182,Feeding,CSM
79,182,Feeding,CSM
99,182,Feeding,CSM
86,182,Feeding,CSM
90,182,Feeding,CSM
93,182,Feeding,CSM
94,182,Feeding,CSM
94,182,Feeding,CSM
212,182,Feeding,CSM
213,182,Feeding,CSM
50,183,Feeding,CSM
64,183,Feeding,CSM
65,183,Feeding,CSM
66,183,Feeding,CSM
67,183,Feeding,CSM
68,183,Feeding,CSM
70,183,Feeding,CSM
71,183,Feeding,CSM
72,183,Feeding,CSM
73,183,Feeding,CSM
113,183,Feeding,CSM
114,183,Feeding,CSM
118,183,Feeding,CSM
50,187,Feeding,CSM
99,187,Feeding,CSM
113,187,Feeding,CSM
114,187,Feeding,CSM
115,187,Feeding,CSM
116,187,Feeding,CSM
118,187,Feeding,CSM
119,187,Feeding,CSM
120,187,Feeding,CSM
121,187,Feeding,CSM
122,187,Feeding,CSM
125,187,Feeding,CSM
127,187,Feeding,CSM
132,187,Feeding,CSM
50,189,Feeding,CSM
64,189,Feeding,CSM
65,189,Feeding,CSM
66,189,Feeding,CSM
67,189,Feeding,CSM
68,189,Feeding,CSM
70,189,Feeding,CSM
71,189,Feeding,CSM
72,189,Feeding,CSM
73,189,Feeding,CSM
113,189,Feeding,CSM
114,189,Feeding,CSM
118,189,Feeding,CSM
116,190,Feeding,CSM
118,190,Feeding,CSM
119,190,Feeding,CSM
120,190,Feeding,CSM
121,190,Feeding,CSM
122,190,Feeding,CSM
125,190,Feeding,CSM
127,190,Feeding,CSM
132,190,Feeding,CSM
5,194,Feeding,CSM
7,194,Feeding,CSM
8,194,Feeding,CSM
10,194,Feeding,CSM
11,194,Feeding,CSM
16,194,Feeding,CSM
21,194,Feeding,CSM
25,194,Feeding,CSM
35,194,Feeding,CSM
44,194,Feeding,CSM
53,194,Feeding,CSM
64,194,Feeding,CSM
65,194,Feeding,CSM
75,194,Feeding,CSM
79,194,Feeding,CSM
89,194,Feeding,CSM
99,194,Feeding,CSM
100,194,Feeding,CSM
86,194,Feeding,CSM
90,194,Feeding,CSM
93,194,Feeding,CSM
94,194,Feeding,CSM
93,194,Feeding,CSM
94,194,Feeding,CSM
213,194,Feeding,CSM
25,197,Feeding,CSM
35,197,Feeding,CSM
44,197,Feeding,CSM
51,197,Feeding,CSM
53,197,Feeding,CSM
64,197,Feeding,CSM
65,197,Feeding,CSM
67,197,Feeding,CSM
89,197,Feeding,CSM
93,197,Feeding,CSM
94,197,Feeding,CSM
50,198,Feeding,CSM
93,198,Feeding,CSM
94,198,Feeding,CSM
113,198,Feeding,CSM
114,198,Feeding,CSM
115,198,Feeding,CSM
116,198,Feeding,CSM
118,198,Feeding,CSM
119,198,Feeding,CSM
120,198,Feeding,CSM
121,198,Feeding,CSM
122,198,Feeding,CSM
125,198,Feeding,CSM
127,198,Feeding,CSM
132,198,Feeding,CSM
25,201,Feeding,CSM
35,201,Feeding,CSM
44,201,Feeding,CSM
50,201,Feeding,CSM
51,201,Feeding,CSM
53,201,Feeding,CSM
61,201,Feeding,CSM
64,201,Feeding,CSM
65,201,Feeding,CSM
67,201,Feeding,CSM
75,201,Feeding,CSM
79,201,Feeding,CSM
89,201,Feeding,CSM
93,201,Feeding,CSM
94,201,Feeding,CSM
113,201,Feeding,CSM
50,202,Feeding,CSM
64,202,Feeding,CSM
65,202,Feeding,CSM
66,202,Feeding,CSM
67,202,Feeding,CSM
68,202,Feeding,CSM
70,202,Feeding,CSM
71,202,Feeding,CSM
72,202,Feeding,CSM
73,202,Feeding,CSM
79,202,Feeding,CSM
99,202,Feeding,CSM
111,202,Feeding,CSM
112,202,Feeding,CSM
113,202,Feeding,CSM
114,202,Feeding,CSM
115,202,Feeding,CSM
211,202,Feeding,CSM
116,205,Feeding,CSM
118,205,Feeding,CSM
119,205,Feeding,CSM
120,205,Feeding,CSM
121,205,Feeding,CSM
122,205,Feeding,CSM
125,205,Feeding,CSM
127,205,Feeding,CSM
132,205,Feeding,CSM
6,207,Feeding,CSM
25,207,Feeding,CSM
35,207,Feeding,CSM
44,207,Feeding,CSM
50,207,Feeding,CSM
51,207,Feeding,CSM
53,207,Feeding,CSM
61,207,Feeding,CSM
64,207,Feeding,CSM
65,207,Feeding,CSM
67,207,Feeding,CSM
75,207,Feeding,CSM
79,207,Feeding,CSM
89,207,Feeding,CSM
93,207,Feeding,CSM
94,207,Feeding,CSM
113,207,Feeding,CSM
50,208,Feeding,CSM
82,208,Feeding,CSM
113,208,Feeding,CSM
114,208,Feeding,CSM
115,208,Feeding,CSM
25,209,Feeding,CSM
35,209,Feeding,CSM
44,209,Feeding,CSM
50,209,Feeding,CSM
51,209,Feeding,CSM
53,209,Feeding,CSM
61,209,Feeding,CSM
64,209,Feeding,CSM
65,209,Feeding,CSM
66,209,Feeding,CSM
67,209,Feeding,CSM
68,209,Feeding,CSM
70,209,Feeding,CSM
71,209,Feeding,CSM
72,209,Feeding,CSM
73,209,Feeding,CSM
79,209,Feeding,CSM
89,209,Feeding,CSM
99,209,Feeding,CSM
102,209,Feeding,CSM
109,209,Feeding,CSM
86,209,Feeding,CSM
90,209,Feeding,CSM
93,209,Feeding,CSM
94,209,Feeding,CSM
93,209,Feeding,CSM
94,209,Feeding,CSM
111,209,Feeding,CSM
112,209,Feeding,CSM
113,209,Feeding,CSM
114,209,Feeding,CSM
